"role","page","url","status","h1","console_errors","page_errors","hydration","failed_requests","http_4xx_5xx","csp","has_price","sign_in_screen","controls"
"SIGNED_OUT","/contracts/[id]","/contracts/cmuf6himu02sxks7dkgml1rr2","200","","","","0","/?_rsc=TQOCHQXESAyQ3VEl net::ERR_ABORTED | /catalog?_rsc=TQOCHQXESAyQ3VEl net::ERR_ABORTED | /catalog/gudid?_rsc=TQOCHQXESAyQ3VEl net::ERR_ABORTED | /crosses?_rsc=TQOCHQXESAyQ3VEl net::ERR_ABORTED | /settings?_rsc=TQOCHQXESAyQ3VEl net::ERR_ABORTED | /?_rsc=12web-rdU3k9vLaG net::ERR_ABORTED | /catalog?_rsc=12web-rdU3k9vLaG net::ERR_ABORTED | /catalog/gudid?_rsc=12web-rdU3k9vLaG net::ERR_ABORTED | /crosses?_rsc=12web-rdU3k9vLaG net::ERR_ABORTED | /settings?_rsc=12web-rdU3k9vLaG net::ERR_ABORTED","","0","0","1","Choose a user"
"SIGNED_OUT","/intelligence","/intelligence","200","","","","0","/?_rsc=3fD0047dUoUPXvG2 net::ERR_ABORTED | /catalog?_rsc=3fD0047dUoUPXvG2 net::ERR_ABORTED | /catalog/gudid?_rsc=3fD0047dUoUPXvG2 net::ERR_ABORTED | /settings?_rsc=3fD0047dUoUPXvG2 net::ERR_ABORTED | /?_rsc=gu9LWiAQNzfrKsW2 net::ERR_ABORTED | /catalog?_rsc=gu9LWiAQNzfrKsW2 net::ERR_ABORTED | /crosses?_rsc=gu9LWiAQNzfrKsW2 net::ERR_ABORTED | /catalog/gudid?_rsc=gu9LWiAQNzfrKsW2 net::ERR_ABORTED | /settings?_rsc=gu9LWiAQNzfrKsW2 net::ERR_ABORTED","","0","0","1","Choose a user"
"SIGNED_OUT","/intelligence/bids","/intelligence/bids","200","","","","0","/?_rsc=2gWrMJaxdn-CU2fc net::ERR_ABORTED | /catalog?_rsc=2gWrMJaxdn-CU2fc net::ERR_ABORTED | /catalog/gudid?_rsc=2gWrMJaxdn-CU2fc net::ERR_ABORTED | /settings?_rsc=2gWrMJaxdn-CU2fc net::ERR_ABORTED | /?_rsc=W5McYxvxTMCZbYJx net::ERR_ABORTED | /catalog/gudid?_rsc=W5McYxvxTMCZbYJx net::ERR_ABORTED | /catalog?_rsc=W5McYxvxTMCZbYJx net::ERR_ABORTED | /crosses?_rsc=W5McYxvxTMCZbYJx net::ERR_ABORTED | /settings?_rsc=W5McYxvxTMCZbYJx net::ERR_ABORTED","","0","0","1","Choose a user"
"SIGNED_OUT","/intelligence/extractions/[id]","/intelligence/extractions/missing0000000000000000","200","","","","0","/?_rsc=VJB2dfGule5Oh2L3 net::ERR_ABORTED | /catalog?_rsc=VJB2dfGule5Oh2L3 net::ERR_ABORTED | /crosses?_rsc=VJB2dfGule5Oh2L3 net::ERR_ABORTED | /settings?_rsc=VJB2dfGule5Oh2L3 net::ERR_ABORTED | /?_rsc=wBL8jh-0AxNJNXN_ net::ERR_ABORTED | /catalog?_rsc=wBL8jh-0AxNJNXN_ net::ERR_ABORTED | /catalog/gudid?_rsc=wBL8jh-0AxNJNXN_ net::ERR_ABORTED | /crosses?_rsc=wBL8jh-0AxNJNXN_ net::ERR_ABORTED","","0","0","1","Choose a user"
"SIGNED_OUT","/analytics","/analytics","200","","","","0","/?_rsc=ix5_aAief6TvBg04 net::ERR_ABORTED | /catalog?_rsc=ix5_aAief6TvBg04 net::ERR_ABORTED | /catalog/gudid?_rsc=ix5_aAief6TvBg04 net::ERR_ABORTED | /crosses?_rsc=ix5_aAief6TvBg04 net::ERR_ABORTED | /settings?_rsc=ix5_aAief6TvBg04 net::ERR_ABORTED | /?_rsc=Dt318okBLJyNDlfE net::ERR_ABORTED | /crosses?_rsc=Dt318okBLJyNDlfE net::ERR_ABORTED | /catalog?_rsc=Dt318okBLJyNDlfE net::ERR_ABORTED | /catalog/gudid?_rsc=Dt318okBLJyNDlfE net::ERR_ABORTED | /settings?_rsc=Dt318okBLJyNDlfE net::ERR_ABORTED","","0","0","1","Choose a user"
"SIGNED_OUT","/catalog","/catalog","200","","","","0","/catalog/gudid?_rsc=OYzo7EH3MGwwxBfF net::ERR_ABORTED | /crosses?_rsc=OYzo7EH3MGwwxBfF net::ERR_ABORTED | /settings?_rsc=OYzo7EH3MGwwxBfF net::ERR_ABORTED | /?_rsc=OYzo7EH3MGwwxBfF net::ERR_ABORTED | /catalog/gudid?_rsc=O6cAbYUSgs3KBG-F net::ERR_ABORTED | /catalog?_rsc=O6cAbYUSgs3KBG-F net::ERR_ABORTED | /crosses?_rsc=O6cAbYUSgs3KBG-F net::ERR_ABORTED | /?_rsc=O6cAbYUSgs3KBG-F net::ERR_ABORTED | /settings?_rsc=O6cAbYUSgs3KBG-F net::ERR_ABORTED","","0","0","1","Choose a user"
"SIGNED_OUT","/catalog/gudid","/catalog/gudid","200","","Failed to load resource: the server responded with a status of 429 (Too Many Requests)","","0","/?_rsc=DGmoGnAw5OqJpMhM net::ERR_ABORTED | /catalog?_rsc=DGmoGnAw5OqJpMhM net::ERR_ABORTED | /crosses?_rsc=DGmoGnAw5OqJpMhM net::ERR_ABORTED | /catalog?_rsc=Z9EVd8HHdUwJDdIQ net::ERR_ABORTED | /catalog/gudid?_rsc=Z9EVd8HHdUwJDdIQ net::ERR_ABORTED | /?_rsc=Z9EVd8HHdUwJDdIQ net::ERR_ABORTED | /crosses?_rsc=Z9EVd8HHdUwJDdIQ net::ERR_ABORTED | /settings?_rsc=Z9EVd8HHdUwJDdIQ net::ERR_ABORTED","429 /api/auth/dev","0","0","1","Choose a user"
"SIGNED_OUT","/crosses","/crosses","200","","Failed to load resource: the server responded with a status of 429 (Too Many Requests)","","0","/api/auth/dev net::ERR_ABORTED | /?_rsc=zAn-vlYtEcVbUMJ6 net::ERR_ABORTED | /catalog?_rsc=zAn-vlYtEcVbUMJ6 net::ERR_ABORTED | /catalog/gudid?_rsc=zAn-vlYtEcVbUMJ6 net::ERR_ABORTED | /settings?_rsc=zAn-vlYtEcVbUMJ6 net::ERR_ABORTED | /catalog?_rsc=aniPmKjMQR6zCALO net::ERR_ABORTED | /catalog/gudid?_rsc=aniPmKjMQR6zCALO net::ERR_ABORTED | /?_rsc=aniPmKjMQR6zCALO net::ERR_ABORTED | /settings?_rsc=aniPmKjMQR6zCALO net::ERR_ABORTED","429 /api/auth/dev","0","0","1","Choose a user"
"SIGNED_OUT","/notifications","/notifications","200","","Failed to load resource: the server responded with a status of 429 (Too Many Requests)","","0","/api/auth/dev net::ERR_ABORTED | /?_rsc=oG-rbVP81bj5yHs2 net::ERR_ABORTED | /catalog?_rsc=oG-rbVP81bj5yHs2 net::ERR_ABORTED | /catalog/gudid?_rsc=oG-rbVP81bj5yHs2 net::ERR_ABORTED | /crosses?_rsc=oG-rbVP81bj5yHs2 net::ERR_ABORTED | /settings?_rsc=oG-rbVP81bj5yHs2 net::ERR_ABORTED | /?_rsc=FxIb9Zh5xrkPNSW4 net::ERR_ABORTED | /catalog?_rsc=FxIb9Zh5xrkPNSW4 net::ERR_ABORTED | /catalog/gudid?_rsc=FxIb9Zh5xrkPNSW4 net::ERR_ABORTED | /crosses?_rsc=FxIb9Zh5xrkPNSW4 net::ERR_ABORTED | /settings?_rsc=FxIb9Zh5xrkPNSW4 net::ERR_ABORTED","429 /api/auth/dev","0","0","1","Choose a user"
"SIGNED_OUT","/settings","/settings","200","","Failed to load resource: the server responded with a status of 429 (Too Many Requests)","","0","/api/auth/dev net::ERR_ABORTED | /catalog/gudid?_rsc=DQxjArDrgutTG17x net::ERR_ABORTED | /crosses?_rsc=DQxjArDrgutTG17x net::ERR_ABORTED | /?_rsc=DQxjArDrgutTG17x net::ERR_ABORTED | /catalog?_rsc=DQxjArDrgutTG17x net::ERR_ABORTED | /crosses?_rsc=j-_vjoKOn8bxlRO7 net::ERR_ABORTED | /?_rsc=j-_vjoKOn8bxlRO7 net::ERR_ABORTED | /catalog/gudid?_rsc=j-_vjoKOn8bxlRO7 net::ERR_ABORTED | /catalog?_rsc=j-_vjoKOn8bxlRO7 net::ERR_ABORTED | /settings?_rsc=j-_vjoKOn8bxlRO7 net::ERR_ABORTED","429 /api/auth/dev","0","0","1","Choose a user"
"SIGNED_OUT","/settings/integrations","/settings/integrations","200","","","","0","/api/auth/dev net::ERR_ABORTED | /crosses?_rsc=U-OwWBq-vq-slwyv net::ERR_ABORTED | /?_rsc=U-OwWBq-vq-slwyv net::ERR_ABORTED | /catalog?_rsc=U-OwWBq-vq-slwyv net::ERR_ABORTED | /catalog/gudid?_rsc=U-OwWBq-vq-slwyv net::ERR_ABORTED | /settings?_rsc=U-OwWBq-vq-slwyv net::ERR_ABORTED | /?_rsc=hbetPO-u3vUUlMwr net::ERR_ABORTED | /catalog?_rsc=hbetPO-u3vUUlMwr net::ERR_ABORTED | /settings?_rsc=hbetPO-u3vUUlMwr net::ERR_ABORTED | /crosses?_rsc=hbetPO-u3vUUlMwr net::ERR_ABORTED","","0","0","1","Choose a user"
"SIGNED_OUT","/settings/pricing","/settings/pricing","200","","","","0","/?_rsc=8oSST31HPn0UlEto net::ERR_ABORTED | /catalog?_rsc=8oSST31HPn0UlEto net::ERR_ABORTED | /catalog/gudid?_rsc=8oSST31HPn0UlEto net::ERR_ABORTED | /crosses?_rsc=8oSST31HPn0UlEto net::ERR_ABORTED | /settings?_rsc=8oSST31HPn0UlEto net::ERR_ABORTED | /?_rsc=_Ie442TgELs3Q458 net::ERR_ABORTED | /catalog?_rsc=_Ie442TgELs3Q458 net::ERR_ABORTED | /catalog/gudid?_rsc=_Ie442TgELs3Q458 net::ERR_ABORTED | /crosses?_rsc=_Ie442TgELs3Q458 net::ERR_ABORTED | /settings?_rsc=_Ie442TgELs3Q458 net::ERR_ABORTED","","0","0","1","Choose a user"
"SALES_REP","/","/","200","Competitive cross reference","","","0","/requests?_rsc=5CB68i4pnAekjehf net::ERR_ABORTED | /proposals?_rsc=5CB68i4pnAekjehf net::ERR_ABORTED | /accounts?_rsc=5CB68i4pnAekjehf net::ERR_ABORTED | /contracts?_rsc=5CB68i4pnAekjehf net::ERR_ABORTED | /catalog?_rsc=5CB68i4pnAekjehf net::ERR_ABORTED | /intelligence/bids?_rsc=5CB68i4pnAekjehf net::ERR_ABORTED | /settings?_rsc=5CB68i4pnAekjehf net::ERR_ABORTED | /notifications?_rsc=5CB68i4pnAekjehf net::ERR_ABORTED | /requests/new?_rsc=5CB68i4pnAekjehf net::ERR_ABORTED | /proposals?_rsc=tXyZJ52UQVBCVsD3 net::ERR_ABORTED | /accounts?_rsc=tXyZJ52UQVBCVsD3 net::ERR_ABORTED | /requests?_rsc=tXyZJ52UQVBCVsD3 net::ERR_ABORTED | /?_rsc=tXyZJ52UQVBCVsD3 net::ERR_ABORTED | /catalog?_rsc=tXyZJ52UQVBCVsD3 net::ERR_ABORTED | /contracts?_rsc=tXyZJ52UQVBCVsD3 net::ERR_ABORTED | /intelligence?_rsc=tXyZJ52UQVBCVsD3 net::ERR_ABORTED | /intelligence/bids?_rsc=tXyZJ52UQVBCVsD3 net::ERR_ABORTED | /settings?_rsc=tXyZJ52UQVBCVsD3 net::ERR_ABORTED | /catalog/gudid?_rsc=tXyZJ52UQVBCVsD3 net::ERR_ABORTED | /crosses?_rsc=tXyZJ52UQVBCVsD3 net::ERR_ABORTED | /requests/new?_rsc=tXyZJ52UQVBCVsD3 net::ERR_ABORTED","","0","0","0","New request ; Switch user"
"SALES_REP","/requests","/requests","200","Cross-reference requests","","","0","/?_rsc=p3Q57VochOqcQNsg net::ERR_ABORTED | /proposals?_rsc=p3Q57VochOqcQNsg net::ERR_ABORTED | /accounts?_rsc=p3Q57VochOqcQNsg net::ERR_ABORTED | /contracts?_rsc=p3Q57VochOqcQNsg net::ERR_ABORTED | /intelligence?_rsc=p3Q57VochOqcQNsg net::ERR_ABORTED | /intelligence/bids?_rsc=p3Q57VochOqcQNsg net::ERR_ABORTED | /catalog?_rsc=p3Q57VochOqcQNsg net::ERR_ABORTED | /catalog/gudid?_rsc=p3Q57VochOqcQNsg net::ERR_ABORTED | /crosses?_rsc=p3Q57VochOqcQNsg net::ERR_ABORTED | /settings?_rsc=p3Q57VochOqcQNsg net::ERR_ABORTED | /notifications?_rsc=p3Q57VochOqcQNsg net::ERR_ABORTED | /accounts?_rsc=nIzLgF1M7nWxnHlV net::ERR_ABORTED | /proposals?_rsc=nIzLgF1M7nWxnHlV net::ERR_ABORTED | /?_rsc=nIzLgF1M7nWxnHlV net::ERR_ABORTED | /intelligence?_rsc=nIzLgF1M7nWxnHlV net::ERR_ABORTED | /intelligence/bids?_rsc=nIzLgF1M7nWxnHlV net::ERR_ABORTED | /catalog?_rsc=nIzLgF1M7nWxnHlV net::ERR_ABORTED | /contracts?_rsc=nIzLgF1M7nWxnHlV net::ERR_ABORTED | /crosses?_rsc=nIzLgF1M7nWxnHlV net::ERR_ABORTED | /settings?_rsc=nIzLgF1M7nWxnHlV net::ERR_ABORTED | /notifications?_rsc=nIzLgF1M7nWxnHlV net::ERR_ABORTED | /catalog/gudid?_rsc=nIzLgF1M7nWxnHlV net::ERR_ABORTED | /requests/new?_rsc=nIzLgF1M7nWxnHlV net::ERR_ABORTED","","0","0","0","New request ; Switch user"
"SALES_REP","/requests/new","/requests/new","200","Competitive cross reference","","","0","/proposals?_rsc=4belA-F-xg-XtLdx net::ERR_ABORTED | /accounts?_rsc=4belA-F-xg-XtLdx net::ERR_ABORTED | /?_rsc=4belA-F-xg-XtLdx net::ERR_ABORTED | /requests?_rsc=4belA-F-xg-XtLdx net::ERR_ABORTED | /contracts?_rsc=4belA-F-xg-XtLdx net::ERR_ABORTED | /intelligence?_rsc=4belA-F-xg-XtLdx net::ERR_ABORTED | /intelligence/bids?_rsc=4belA-F-xg-XtLdx net::ERR_ABORTED | /catalog?_rsc=4belA-F-xg-XtLdx net::ERR_ABORTED | /catalog/gudid?_rsc=4belA-F-xg-XtLdx net::ERR_ABORTED | /settings?_rsc=4belA-F-xg-XtLdx net::ERR_ABORTED | /crosses?_rsc=4belA-F-xg-XtLdx net::ERR_ABORTED | /?_rsc=O1p93FFpSnNce0k4 net::ERR_ABORTED | /accounts?_rsc=O1p93FFpSnNce0k4 net::ERR_ABORTED | /requests?_rsc=O1p93FFpSnNce0k4 net::ERR_ABORTED | /proposals?_rsc=O1p93FFpSnNce0k4 net::ERR_ABORTED | /contracts?_rsc=O1p93FFpSnNce0k4 net::ERR_ABORTED | /intelligence?_rsc=O1p93FFpSnNce0k4 net::ERR_ABORTED | /intelligence/bids?_rsc=O1p93FFpSnNce0k4 net::ERR_ABORTED | /catalog?_rsc=O1p93FFpSnNce0k4 net::ERR_ABORTED | /catalog/gudid?_rsc=O1p93FFpSnNce0k4 net::ERR_ABORTED | /crosses?_rsc=O1p93FFpSnNce0k4 net::ERR_ABORTED | /settings?_rsc=O1p93FFpSnNce0k4 net::ERR_ABORTED | /notifications?_rsc=O1p93FFpSnNce0k4 net::ERR_ABORTED | /requests/new?_rsc=O1p93FFpSnNce0k4 net::ERR_ABORTED","","0","0","0","New request ; Switch user ; Google Sheets link ; Upload .xlsx / .csv ; Paste from a sheet ; Read sheet ; Continue request"
"SALES_REP","/requests/[id]","/requests/null","200","","Failed to load resource: the server responded with a status of 404 (Not Found)","","0","/?_rsc=76SvvV1TLjtpHtqe net::ERR_ABORTED | /requests?_rsc=76SvvV1TLjtpHtqe net::ERR_ABORTED | /proposals?_rsc=76SvvV1TLjtpHtqe net::ERR_ABORTED | /accounts?_rsc=76SvvV1TLjtpHtqe net::ERR_ABORTED | /contracts?_rsc=76SvvV1TLjtpHtqe net::ERR_ABORTED | /intelligence?_rsc=76SvvV1TLjtpHtqe net::ERR_ABORTED | /intelligence/bids?_rsc=76SvvV1TLjtpHtqe net::ERR_ABORTED | /catalog?_rsc=76SvvV1TLjtpHtqe net::ERR_ABORTED | /settings?_rsc=76SvvV1TLjtpHtqe net::ERR_ABORTED | /notifications?_rsc=76SvvV1TLjtpHtqe net::ERR_ABORTED | /requests/new?_rsc=76SvvV1TLjtpHtqe net::ERR_ABORTED | /proposals?_rsc=eoRKZgXY26fq4Ulk net::ERR_ABORTED | /?_rsc=eoRKZgXY26fq4Ulk net::ERR_ABORTED | /requests?_rsc=eoRKZgXY26fq4Ulk net::ERR_ABORTED | /intelligence?_rsc=eoRKZgXY26fq4Ulk net::ERR_ABORTED | /catalog?_rsc=eoRKZgXY26fq4Ulk net::ERR_ABORTED | /intelligence/bids?_rsc=eoRKZgXY26fq4Ulk net::ERR_ABORTED | /catalog/gudid?_rsc=eoRKZgXY26fq4Ulk net::ERR_ABORTED | /crosses?_rsc=eoRKZgXY26fq4Ulk net::ERR_ABORTED | /settings?_rsc=eoRKZgXY26fq4Ulk net::ERR_ABORTED | /notifications?_rsc=eoRKZgXY26fq4Ulk net::ERR_ABORTED | /requests/new?_rsc=eoRKZgXY26fq4Ulk net::ERR_ABORTED","404 /api/requests/null","0","0","0","New request ; Switch user"
"SALES_REP","/proposals","/proposals","200","Commercial proposals","","","0","/api/requests/null net::ERR_ABORTED | /contracts?_rsc=8qZH60WsiyOTuseO net::ERR_ABORTED | /?_rsc=8qZH60WsiyOTuseO net::ERR_ABORTED | /accounts?_rsc=8qZH60WsiyOTuseO net::ERR_ABORTED | /intelligence?_rsc=8qZH60WsiyOTuseO net::ERR_ABORTED | /intelligence/bids?_rsc=8qZH60WsiyOTuseO net::ERR_ABORTED | /catalog?_rsc=8qZH60WsiyOTuseO net::ERR_ABORTED | /catalog/gudid?_rsc=8qZH60WsiyOTuseO net::ERR_ABORTED | /crosses?_rsc=8qZH60WsiyOTuseO net::ERR_ABORTED | /settings?_rsc=8qZH60WsiyOTuseO net::ERR_ABORTED | /requests/new?_rsc=8qZH60WsiyOTuseO net::ERR_ABORTED | /notifications?_rsc=8qZH60WsiyOTuseO net::ERR_ABORTED | /proposals?_rsc=yDw8cg_cK2Tq2IDS net::ERR_ABORTED | /accounts?_rsc=yDw8cg_cK2Tq2IDS net::ERR_ABORTED | /?_rsc=yDw8cg_cK2Tq2IDS net::ERR_ABORTED | /requests?_rsc=yDw8cg_cK2Tq2IDS net::ERR_ABORTED | /contracts?_rsc=yDw8cg_cK2Tq2IDS net::ERR_ABORTED | /catalog?_rsc=yDw8cg_cK2Tq2IDS net::ERR_ABORTED | /intelligence?_rsc=yDw8cg_cK2Tq2IDS net::ERR_ABORTED | /intelligence/bids?_rsc=yDw8cg_cK2Tq2IDS net::ERR_ABORTED | /catalog/gudid?_rsc=yDw8cg_cK2Tq2IDS net::ERR_ABORTED | /crosses?_rsc=yDw8cg_cK2Tq2IDS net::ERR_ABORTED | /notifications?_rsc=yDw8cg_cK2Tq2IDS net::ERR_ABORTED | /settings?_rsc=yDw8cg_cK2Tq2IDS net::ERR_ABORTED | /requests/new?_rsc=yDw8cg_cK2Tq2IDS net::ERR_ABORTED","","0","0","0","New request ; Switch user"
